school_code,school_name,Year,Value
8190,Cootamundra High School,2012,92
8190,Cootamundra High School,2013,93.7
8190,Cootamundra High School,2014,88.8
8190,Cootamundra High School,2015,89.4
8190,Cootamundra High School,2016,88.1
8190,Cootamundra High School,2017,89
8190,Cootamundra High School,2018,86.6
8190,Cootamundra High School,2019,84.4
8190,Cootamundra High School,2021,82
8190,Cootamundra High School,2022,76.7
1636,Cootamundra Public School,2011,93.3
1636,Cootamundra Public School,2012,94.5
1636,Cootamundra Public School,2013,95.3
1636,Cootamundra Public School,2014,95.1
1636,Cootamundra Public School,2015,96.2
1636,Cootamundra Public School,2016,93.8
1636,Cootamundra Public School,2017,93.9
1636,Cootamundra Public School,2018,93.7
1636,Cootamundra Public School,2019,92.9
1636,Cootamundra Public School,2021,91.2
1636,Cootamundra Public School,2022,87.2
4548,Copacabana Public School,2011,94.2
4548,Copacabana Public School,2012,95.1
4548,Copacabana Public School,2013,95
4548,Copacabana Public School,2014,95.5
4548,Copacabana Public School,2015,94.5
4548,Copacabana Public School,2016,93
4548,Copacabana Public School,2017,93.4
4548,Copacabana Public School,2018,93.3
4548,Copacabana Public School,2019,92.4
4548,Copacabana Public School,2021,93.2
4548,Copacabana Public School,2022,87.9
1642,Copmanhurst Public School,2011,95.6
1642,Copmanhurst Public School,2012,95.3
1642,Copmanhurst Public School,2013,91.1
1642,Copmanhurst Public School,2014,93.5
1642,Copmanhurst Public School,2015,92.2
1642,Copmanhurst Public School,2016,93.8
1642,Copmanhurst Public School,2017,92.3
1642,Copmanhurst Public School,2018,92.3
1642,Copmanhurst Public School,2019,93.7
1642,Copmanhurst Public School,2021,89.5
1642,Copmanhurst Public School,2022,85.2
1644,Coraki Public School,2011,89.9
1644,Coraki Public School,2012,89.3
1644,Coraki Public School,2013,90.9
1644,Coraki Public School,2014,93.1
1644,Coraki Public School,2015,89.5
1644,Coraki Public School,2016,87.4
1644,Coraki Public School,2017,84.4
1644,Coraki Public School,2018,82.8
1644,Coraki Public School,2019,87.6
1644,Coraki Public School,2021,69.2
1644,Coraki Public School,2022,68.3
1647,Coramba Public School,2011,96.1
1647,Coramba Public School,2012,94.8
1647,Coramba Public School,2013,94.6
1647,Coramba Public School,2014,95.6
1647,Coramba Public School,2015,91.6
1647,Coramba Public School,2016,94.3
1647,Coramba Public School,2017,92.8
1647,Coramba Public School,2018,93.5
1647,Coramba Public School,2019,92.4
1647,Coramba Public School,2021,89.4
1647,Coramba Public School,2022,88.2
5637,Coreen School,2021,44.9
5637,Coreen School,2022,46.3
1654,Corindi Public School,2011,90.9
1654,Corindi Public School,2012,91.3
1654,Corindi Public School,2013,92.8
1654,Corindi Public School,2014,93.8
1654,Corindi Public School,2015,91.5
1654,Corindi Public School,2016,91.4
1654,Corindi Public School,2017,93.1
1654,Corindi Public School,2018,90.1
1654,Corindi Public School,2019,91.1
1654,Corindi Public School,2021,89.4
1654,Corindi Public School,2022,82.7
4300,Corinella Public School,2011,96
4300,Corinella Public School,2012,94.1
4300,Corinella Public School,2013,sp
4300,Corinella Public School,2014,sp
1656,Corndale Public School,2011,97.2
1656,Corndale Public School,2012,95.3
1656,Corndale Public School,2013,94.5
1656,Corndale Public School,2014,97.1
1656,Corndale Public School,2015,92.9
1656,Corndale Public School,2016,95.4
1656,Corndale Public School,2017,95.3
1656,Corndale Public School,2018,93
1656,Corndale Public School,2019,94.5
1656,Corndale Public School,2021,93.8
1656,Corndale Public School,2022,89.3
8308,Corowa High School,2011,89.8
8308,Corowa High School,2012,90.1
8308,Corowa High School,2013,91.4
8308,Corowa High School,2014,91.5
8308,Corowa High School,2015,90.7
8308,Corowa High School,2016,89.5
8308,Corowa High School,2017,89.2
8308,Corowa High School,2018,89.1
8308,Corowa High School,2019,86.3
8308,Corowa High School,2021,85.9
8308,Corowa High School,2022,81.6
1658,Corowa Public School,2011,93.5
1658,Corowa Public School,2012,93
1658,Corowa Public School,2013,93.4
1658,Corowa Public School,2014,92.3
1658,Corowa Public School,2015,92.1
1658,Corowa Public School,2016,92.8
1658,Corowa Public School,2017,93.3
1658,Corowa Public School,2018,92.7
1658,Corowa Public School,2019,91.7
1658,Corowa Public School,2021,91.4
1658,Corowa Public School,2022,86.5
1659,Corowa South Public School,2011,94.6
1659,Corowa South Public School,2012,92.8
1659,Corowa South Public School,2013,93.7
1659,Corowa South Public School,2014,93.7
1659,Corowa South Public School,2015,95.2
1659,Corowa South Public School,2016,92.6
1659,Corowa South Public School,2017,92.8
1659,Corowa South Public School,2018,92
1659,Corowa South Public School,2019,92
1659,Corowa South Public School,2021,90.3
1659,Corowa South Public School,2022,90.9
3877,Corrimal East Public School,2011,93.2
3877,Corrimal East Public School,2012,94.7
3877,Corrimal East Public School,2013,94.8
3877,Corrimal East Public School,2014,94.2
3877,Corrimal East Public School,2015,94.4
3877,Corrimal East Public School,2016,94
3877,Corrimal East Public School,2017,93
3877,Corrimal East Public School,2018,93.6
3877,Corrimal East Public School,2019,92.8
3877,Corrimal East Public School,2021,94
3877,Corrimal East Public School,2022,87.8
8191,Corrimal High School,2011,84.9
8191,Corrimal High School,2012,84.6
8191,Corrimal High School,2013,85.5
8191,Corrimal High School,2014,86.1
8191,Corrimal High School,2015,84.9
8191,Corrimal High School,2016,83.2
8191,Corrimal High School,2017,83.1
8191,Corrimal High School,2018,85.1
8191,Corrimal High School,2019,84.6
8191,Corrimal High School,2021,82.8
8191,Corrimal High School,2022,78.3
1661,Corrimal Public School,2011,96.2
1661,Corrimal Public School,2012,94.5
1661,Corrimal Public School,2013,94.8
1661,Corrimal Public School,2014,94.9
1661,Corrimal Public School,2015,94.2
1661,Corrimal Public School,2016,93.1
1661,Corrimal Public School,2017,94.7
1661,Corrimal Public School,2018,94.1
1661,Corrimal Public School,2019,92.6
1661,Corrimal Public School,2021,92.1
1661,Corrimal Public School,2022,86
1666,Coutts Crossing Public School,2011,91.7
1666,Coutts Crossing Public School,2012,93
1666,Coutts Crossing Public School,2013,92.7
1666,Coutts Crossing Public School,2014,94.2
1666,Coutts Crossing Public School,2015,91.2
1666,Coutts Crossing Public School,2016,92.6
1666,Coutts Crossing Public School,2017,91.8
1666,Coutts Crossing Public School,2018,92.9
1666,Coutts Crossing Public School,2019,92.4
1666,Coutts Crossing Public School,2021,89.8
1666,Coutts Crossing Public School,2022,82.6
1668,Cowan Public School,2011,95.4
1668,Cowan Public School,2012,94.7
1668,Cowan Public School,2013,94.7
1668,Cowan Public School,2014,96.1
1668,Cowan Public School,2015,96.4
1668,Cowan Public School,2016,95.3
1668,Cowan Public School,2017,94.2
1668,Cowan Public School,2018,97.3
1668,Cowan Public School,2019,94.3
1668,Cowan Public School,2021,95.4
1668,Cowan Public School,2022,85.3
1670,Cowper Public School,2011,93.4
1670,Cowper Public School,2012,95
1670,Cowper Public School,2013,95.2
1670,Cowper Public School,2014,94.6
1670,Cowper Public School,2015,92.8
1670,Cowper Public School,2016,97
1670,Cowper Public School,2017,97.6
1670,Cowper Public School,2018,89.4
1670,Cowper Public School,2019,87.5
1670,Cowper Public School,2021,91.6
1670,Cowper Public School,2022,83
8148,Cowra High School,2011,88.9
8148,Cowra High School,2012,88.7
8148,Cowra High School,2013,89.9
8148,Cowra High School,2014,89.9
8148,Cowra High School,2015,86
8148,Cowra High School,2016,86.1
8148,Cowra High School,2017,88.1
8148,Cowra High School,2018,84.8
8148,Cowra High School,2019,84.2
8148,Cowra High School,2021,80.1
8148,Cowra High School,2022,75.9
1671,Cowra Public School,2011,91.4
1671,Cowra Public School,2012,92.4
1671,Cowra Public School,2013,93.5
1671,Cowra Public School,2014,94.9
1671,Cowra Public School,2015,94.5
1671,Cowra Public School,2016,93.4
1671,Cowra Public School,2017,92.8
1671,Cowra Public School,2018,92.3
1671,Cowra Public School,2019,91.7
1671,Cowra Public School,2021,87.7
1671,Cowra Public School,2022,84.4
1674,Crabbes Creek Public School,2011,93.1
1674,Crabbes Creek Public School,2012,91.7
1674,Crabbes Creek Public School,2013,88
1674,Crabbes Creek Public School,2014,92.4
1674,Crabbes Creek Public School,2015,90.3
1674,Crabbes Creek Public School,2016,90.5
1674,Crabbes Creek Public School,2017,89.6
1674,Crabbes Creek Public School,2018,86.2
1674,Crabbes Creek Public School,2019,87.7
1674,Crabbes Creek Public School,2021,85.4
1674,Crabbes Creek Public School,2022,75
8580,Cranebrook High School,2011,85
8580,Cranebrook High School,2012,84.7
8580,Cranebrook High School,2013,84.6
8580,Cranebrook High School,2014,82.2
8580,Cranebrook High School,2015,81.5
8580,Cranebrook High School,2016,81.6
8580,Cranebrook High School,2017,83.9
8580,Cranebrook High School,2018,82.1
8580,Cranebrook High School,2019,80.3
8580,Cranebrook High School,2021,80.6
8580,Cranebrook High School,2022,74.2
4504,Crawford Public School,2011,93.3
4504,Crawford Public School,2012,90.8
4504,Crawford Public School,2013,91.2
4504,Crawford Public School,2014,90.8
4504,Crawford Public School,2015,91.4
4504,Crawford Public School,2016,89.4
4504,Crawford Public School,2017,90
4504,Crawford Public School,2018,90.6
4504,Crawford Public School,2019,89.6
4504,Crawford Public School,2021,89.3
4504,Crawford Public School,2022,83.3
1681,Crescent Head Public School,2011,86.8
1681,Crescent Head Public School,2012,92.4
1681,Crescent Head Public School,2013,88.5
1681,Crescent Head Public School,2014,91.8
1681,Crescent Head Public School,2015,92
1681,Crescent Head Public School,2016,92.1
1681,Crescent Head Public School,2017,92.3
1681,Crescent Head Public School,2018,90.6
1681,Crescent Head Public School,2019,88.6
1681,Crescent Head Public School,2021,85.2
1681,Crescent Head Public School,2022,77
8552,Crestwood High School,2011,92.3
8552,Crestwood High School,2012,92.4
8552,Crestwood High School,2013,93.9
8552,Crestwood High School,2014,93.7
8552,Crestwood High School,2015,93.7
8552,Crestwood High School,2016,93.4
8552,Crestwood High School,2017,93.8
8552,Crestwood High School,2018,93.7
8552,Crestwood High School,2019,93
8552,Crestwood High School,2021,92.3
8552,Crestwood High School,2022,88.2
4441,Crestwood Public School,2011,95.8
4441,Crestwood Public School,2012,95.7
4441,Crestwood Public School,2013,96.3
4441,Crestwood Public School,2014,97.6
4441,Crestwood Public School,2015,95.3
4441,Crestwood Public School,2016,95.7
4441,Crestwood Public School,2017,95.7
4441,Crestwood Public School,2018,95.3
4441,Crestwood Public School,2019,94.9
4441,Crestwood Public School,2021,95.7
4441,Crestwood Public School,2022,90.9
4037,Cringila Public School,2011,94.2
4037,Cringila Public School,2012,93.6
4037,Cringila Public School,2013,94.4
4037,Cringila Public School,2014,93.9
4037,Cringila Public School,2015,93.1
4037,Cringila Public School,2016,90.1
4037,Cringila Public School,2017,91.2
4037,Cringila Public School,2018,90.9
4037,Cringila Public School,2019,90.9
4037,Cringila Public School,2021,92
4037,Cringila Public School,2022,87.2
5407,Cromehurst School,2021,86.2
5407,Cromehurst School,2022,81.5
4241,Cromer Public School,2011,94.7
4241,Cromer Public School,2012,95.3
4241,Cromer Public School,2013,95.7
4241,Cromer Public School,2014,95.4
4241,Cromer Public School,2015,94.5
4241,Cromer Public School,2016,94.9
4241,Cromer Public School,2017,95
4241,Cromer Public School,2018,94.6
4241,Cromer Public School,2019,94.5
4241,Cromer Public School,2021,93.9
4241,Cromer Public School,2022,90
8261,Cronulla High School,2011,90.1
8261,Cronulla High School,2012,89
8261,Cronulla High School,2013,90.2
8261,Cronulla High School,2014,90.9
8261,Cronulla High School,2015,91.5
8261,Cronulla High School,2016,91.7
8261,Cronulla High School,2017,91.4
8261,Cronulla High School,2018,90.2
8261,Cronulla High School,2019,90.3
8261,Cronulla High School,2021,89.2
8261,Cronulla High School,2022,84.1
1682,Cronulla Public School,2011,94.4
1682,Cronulla Public School,2012,94.2
1682,Cronulla Public School,2013,95
1682,Cronulla Public School,2014,94.9
1682,Cronulla Public School,2015,94.1
1682,Cronulla Public School,2016,94.5
1682,Cronulla Public School,2017,94.4
1682,Cronulla Public School,2018,93.3
1682,Cronulla Public School,2019,92.8
1682,Cronulla Public School,2021,93.8
1682,Cronulla Public School,2022,87.4
3668,Cronulla South Public School,2011,94.7
3668,Cronulla South Public School,2012,94.7
3668,Cronulla South Public School,2013,95.1
3668,Cronulla South Public School,2014,95.5
3668,Cronulla South Public School,2015,94
3668,Cronulla South Public School,2016,94.2
3668,Cronulla South Public School,2017,95.6
3668,Cronulla South Public School,2018,94.5
3668,Cronulla South Public School,2019,93.5
3668,Cronulla South Public School,2021,94
3668,Cronulla South Public School,2022,87
8452,Crookwell High School,2011,91.6
8452,Crookwell High School,2012,90.6
8452,Crookwell High School,2013,91.8
8452,Crookwell High School,2014,91.5
8452,Crookwell High School,2015,90.6
8452,Crookwell High School,2016,90.8
8452,Crookwell High School,2017,89.7
8452,Crookwell High School,2018,88.4
8452,Crookwell High School,2019,87.2
8452,Crookwell High School,2021,81
8452,Crookwell High School,2022,77.7
1684,Crookwell Public School,2011,92.4
1684,Crookwell Public School,2012,94.7
1684,Crookwell Public School,2013,94.2
1684,Crookwell Public School,2014,94.2
1684,Crookwell Public School,2015,94.5
1684,Crookwell Public School,2016,94.9
1684,Crookwell Public School,2017,94.6
1684,Crookwell Public School,2018,92.2
1684,Crookwell Public School,2019,91.5
1684,Crookwell Public School,2021,88.9
1684,Crookwell Public School,2022,84.7
3717,Croppa Creek Public School,2011,94.7
3717,Croppa Creek Public School,2012,93.5
3717,Croppa Creek Public School,2013,92.4
3717,Croppa Creek Public School,2014,93
3717,Croppa Creek Public School,2015,95.3
3717,Croppa Creek Public School,2016,93.7
3717,Croppa Creek Public School,2017,94.5
3717,Croppa Creek Public School,2018,90.4
3717,Croppa Creek Public School,2019,93.4
3717,Croppa Creek Public School,2021,90
3717,Croppa Creek Public School,2022,85.3
1685,Crossmaglen Public School,2011,97.1
1685,Crossmaglen Public School,2012,94.1
1685,Crossmaglen Public School,2013,94.5
1685,Crossmaglen Public School,2014,94.7
1685,Crossmaglen Public School,2015,91.8
1685,Crossmaglen Public School,2016,95.3
1685,Crossmaglen Public School,2017,93.4
1685,Crossmaglen Public School,2018,92.4
1685,Crossmaglen Public School,2019,91
1685,Crossmaglen Public School,2021,92.3
1685,Crossmaglen Public School,2022,88.5
3769,Crowdy Head Public School,2011,93.2
3769,Crowdy Head Public School,2012,92.2
3769,Crowdy Head Public School,2013,95.1
3769,Crowdy Head Public School,2014,96.6
3935,Crown Street Public School,2011,94.6
3935,Crown Street Public School,2012,94.4
3935,Crown Street Public School,2013,95.4
3935,Crown Street Public School,2014,95.8
3935,Crown Street Public School,2015,95
3935,Crown Street Public School,2016,95
3935,Crown Street Public School,2017,94.7
3935,Crown Street Public School,2018,93.4
3935,Crown Street Public School,2019,93.8
3935,Crown Street Public School,2021,94.5
3935,Crown Street Public School,2022,88.4
7412,Croydon Park Public School,2011,94.1
7412,Croydon Park Public School,2012,93.9
7412,Croydon Park Public School,2013,93.6
7412,Croydon Park Public School,2014,94
7412,Croydon Park Public School,2015,93.9
7412,Croydon Park Public School,2016,94.2
7412,Croydon Park Public School,2017,94.5
7412,Croydon Park Public School,2018,93.6
7412,Croydon Park Public School,2019,94.4
7412,Croydon Park Public School,2021,93.6
7412,Croydon Park Public School,2022,88.4
7411,Croydon Public School,2011,95.5
7411,Croydon Public School,2012,94.7
7411,Croydon Public School,2013,95.5
7411,Croydon Public School,2014,95.5
7411,Croydon Public School,2015,94.9
7411,Croydon Public School,2016,95.5
7411,Croydon Public School,2017,95.6
7411,Croydon Public School,2018,95.5
7411,Croydon Public School,2019,94.9
7411,Croydon Public School,2021,95.1
7411,Croydon Public School,2022,91.4
1690,Crystal Creek Public School,2011,93
1690,Crystal Creek Public School,2012,91.8
1690,Crystal Creek Public School,2013,89.3
1690,Crystal Creek Public School,2014,93
1690,Crystal Creek Public School,2015,92.8
1690,Crystal Creek Public School,2016,91.1
1690,Crystal Creek Public School,2017,90
1690,Crystal Creek Public School,2018,87
1690,Crystal Creek Public School,2019,90.1
1690,Crystal Creek Public School,2021,87.8
1690,Crystal Creek Public School,2022,80.5
1695,Cudal Public School,2011,93.2
1695,Cudal Public School,2012,93
1695,Cudal Public School,2013,94.6
1695,Cudal Public School,2014,94.9
1695,Cudal Public School,2015,94.6
1695,Cudal Public School,2016,94.3
1695,Cudal Public School,2017,94.5
1695,Cudal Public School,2018,94.3
1695,Cudal Public School,2019,94.2
1695,Cudal Public School,2021,90.4
1695,Cudal Public School,2022,86.8
4555,Cudgegong Valley Public School,2011,94
4555,Cudgegong Valley Public School,2012,93.3
4555,Cudgegong Valley Public School,2013,94.7
4555,Cudgegong Valley Public School,2014,94.6
4555,Cudgegong Valley Public School,2015,94.6
4555,Cudgegong Valley Public School,2016,94.1
4555,Cudgegong Valley Public School,2017,93.6
4555,Cudgegong Valley Public School,2018,92.5
4555,Cudgegong Valley Public School,2019,92.1
4555,Cudgegong Valley Public School,2021,92.6
4555,Cudgegong Valley Public School,2022,87.8
1696,Cudgen Public School,2011,93.7
1696,Cudgen Public School,2012,94.4
1696,Cudgen Public School,2013,93.1
1696,Cudgen Public School,2014,91.8
1696,Cudgen Public School,2015,92.5
1696,Cudgen Public School,2016,92.9
1696,Cudgen Public School,2017,92.9
1696,Cudgen Public School,2018,92.1
1696,Cudgen Public School,2019,91.9
1696,Cudgen Public School,2021,91.8
1696,Cudgen Public School,2022,88.8
4485,Culburra Public School,2011,92.3
4485,Culburra Public School,2012,93.6
4485,Culburra Public School,2013,93.2
4485,Culburra Public School,2014,93
4485,Culburra Public School,2015,92.8
4485,Culburra Public School,2016,92.5
4485,Culburra Public School,2017,91.5
4485,Culburra Public School,2018,90.7
4485,Culburra Public School,2019,90.1
4485,Culburra Public School,2021,90.9
4485,Culburra Public School,2022,86.4
1698,Culcairn Public School,2011,91.5
1698,Culcairn Public School,2012,93.1
1698,Culcairn Public School,2013,94.4
1698,Culcairn Public School,2014,94.3
1698,Culcairn Public School,2015,94.3
1698,Culcairn Public School,2016,94
1698,Culcairn Public School,2017,94.6
1698,Culcairn Public School,2018,94.8
1698,Culcairn Public School,2019,94.6
1698,Culcairn Public School,2021,93.9
1698,Culcairn Public School,2022,88.4
1700,Cullen Bullen Public School,2011,91.6
1700,Cullen Bullen Public School,2012,92
1700,Cullen Bullen Public School,2013,90.5
1700,Cullen Bullen Public School,2014,91.9
1700,Cullen Bullen Public School,2015,90.4
1700,Cullen Bullen Public School,2016,92
1700,Cullen Bullen Public School,2017,93.7
1700,Cullen Bullen Public School,2018,91.3
1700,Cullen Bullen Public School,2019,89.2
1700,Cullen Bullen Public School,2021,89.5
1700,Cullen Bullen Public School,2022,86.8
8905,Cumberland High School,2011,90.3
8905,Cumberland High School,2012,90.2
8905,Cumberland High School,2013,91.8
8905,Cumberland High School,2014,91.9
8905,Cumberland High School,2015,90.7
8905,Cumberland High School,2016,92.4
8905,Cumberland High School,2017,92
8905,Cumberland High School,2018,90.6
8905,Cumberland High School,2019,90.7
8905,Cumberland High School,2021,91.9
8905,Cumberland High School,2022,87.2
1707,Cumnock Public School,2011,88
1707,Cumnock Public School,2012,94.9
1707,Cumnock Public School,2013,91.2
1707,Cumnock Public School,2014,93.1
1707,Cumnock Public School,2015,94.3
1707,Cumnock Public School,2016,94.2
1707,Cumnock Public School,2017,93
1707,Cumnock Public School,2018,92.4
1707,Cumnock Public School,2019,93.8
1707,Cumnock Public School,2021,93.6
1707,Cumnock Public School,2022,87.2
1708,Cundletown Public School,2011,92.8
1708,Cundletown Public School,2012,93.7
1708,Cundletown Public School,2013,92.8
1708,Cundletown Public School,2014,93.6
1708,Cundletown Public School,2015,93.8
1708,Cundletown Public School,2016,93
1708,Cundletown Public School,2017,93.6
1708,Cundletown Public School,2018,92.2
1708,Cundletown Public School,2019,92.2
1708,Cundletown Public School,2021,90.6
1708,Cundletown Public School,2022,83.2
3925,Curl Curl North Public School,2011,96.2
3925,Curl Curl North Public School,2012,95.2
3925,Curl Curl North Public School,2013,96.1
3925,Curl Curl North Public School,2014,95.6
3925,Curl Curl North Public School,2015,94.9
3925,Curl Curl North Public School,2016,95.4
3925,Curl Curl North Public School,2017,95.9
3925,Curl Curl North Public School,2018,94.7
3925,Curl Curl North Public School,2019,93.9
3925,Curl Curl North Public School,2021,94
3925,Curl Curl North Public School,2022,89.5
1712,Curlewis Public School,2011,95.6
1712,Curlewis Public School,2012,95.8
1712,Curlewis Public School,2013,94.6
1712,Curlewis Public School,2014,92.3
1712,Curlewis Public School,2015,94.9
1712,Curlewis Public School,2016,96.2
1712,Curlewis Public School,2017,94.8
1712,Curlewis Public School,2018,93.7
1712,Curlewis Public School,2019,93.9
1712,Curlewis Public School,2021,91.2
1712,Curlewis Public School,2022,86.4
1714,Currabubula Public School,2011,95.7
1714,Currabubula Public School,2012,95.5
1714,Currabubula Public School,2013,94.1
1714,Currabubula Public School,2014,96.4
1714,Currabubula Public School,2015,96.3
1714,Currabubula Public School,2016,94.9
1714,Currabubula Public School,2017,94.8
1714,Currabubula Public School,2018,90.7
1714,Currabubula Public School,2019,90
1714,Currabubula Public School,2021,91
1714,Currabubula Public School,2022,88.2
4460,Curran Public School,2011,91.8
4460,Curran Public School,2012,92.7
4460,Curran Public School,2013,93.9
4460,Curran Public School,2014,94
4460,Curran Public School,2015,92.5
4460,Curran Public School,2016,91.3
4460,Curran Public School,2017,91.4
4460,Curran Public School,2018,89.9
4460,Curran Public School,2019,89.5
4460,Curran Public School,2021,87.6
4460,Curran Public School,2022,80.9
4625,Currans Hill Public School,2011,94.6
4625,Currans Hill Public School,2012,93.7
4625,Currans Hill Public School,2013,94.8
4625,Currans Hill Public School,2014,94.9
4625,Currans Hill Public School,2015,93.4
4625,Currans Hill Public School,2016,93.6
4625,Currans Hill Public School,2017,93.8
4625,Currans Hill Public School,2018,93.3
4625,Currans Hill Public School,2019,94.7
4625,Currans Hill Public School,2021,91.6
4625,Currans Hill Public School,2022,85.3
7413,Daceyville Public School,2011,94.4
7413,Daceyville Public School,2012,95.2
7413,Daceyville Public School,2013,93.9
7413,Daceyville Public School,2014,94.5
7413,Daceyville Public School,2015,93.8
7413,Daceyville Public School,2016,94.3
7413,Daceyville Public School,2017,94.2
7413,Daceyville Public School,2018,94.4
7413,Daceyville Public School,2019,93.6
7413,Daceyville Public School,2021,92.5
7413,Daceyville Public School,2022,86.4
1722,Dalgety Public School,2011,95.5
1722,Dalgety Public School,2012,94.5
1722,Dalgety Public School,2013,92.6
1722,Dalgety Public School,2014,91
1722,Dalgety Public School,2015,90.5
1722,Dalgety Public School,2016,90.5
1722,Dalgety Public School,2017,86.7
1722,Dalgety Public School,2018,93.7
1722,Dalgety Public School,2019,87.7
1722,Dalgety Public School,2021,83.1
1722,Dalgety Public School,2022,sp
4634,Dalmeny Public School,2011,94.2
4634,Dalmeny Public School,2012,93.8
4634,Dalmeny Public School,2013,94.8
4634,Dalmeny Public School,2014,95
4634,Dalmeny Public School,2015,93.6
4634,Dalmeny Public School,2016,93.4
4634,Dalmeny Public School,2017,93
4634,Dalmeny Public School,2018,92.7
4634,Dalmeny Public School,2019,91.4
4634,Dalmeny Public School,2021,90.8
4634,Dalmeny Public School,2022,86.3
1723,Dalton Public School,2011,95.7
1723,Dalton Public School,2012,93.9
1723,Dalton Public School,2013,95.6
1723,Dalton Public School,2014,96.8
1723,Dalton Public School,2015,97.2
1723,Dalton Public School,2016,93.7
1723,Dalton Public School,2017,96.1
1723,Dalton Public School,2018,95
1723,Dalton Public School,2019,90.1
1723,Dalton Public School,2021,89.8
1723,Dalton Public School,2022,sp
8204,Dapto High School,2011,88.6
8204,Dapto High School,2012,89.2
8204,Dapto High School,2013,90.6
8204,Dapto High School,2014,90.6
8204,Dapto High School,2015,91.8
8204,Dapto High School,2016,91.4
8204,Dapto High School,2017,91.1
8204,Dapto High School,2018,90.8
8204,Dapto High School,2019,88.7
8204,Dapto High School,2021,86.3
8204,Dapto High School,2022,82.6
1727,Dapto Public School,2011,94
1727,Dapto Public School,2012,93.7
1727,Dapto Public School,2013,94.7
1727,Dapto Public School,2014,95.8
1727,Dapto Public School,2015,94.6
1727,Dapto Public School,2016,94.8
1727,Dapto Public School,2017,94.2
1727,Dapto Public School,2018,93.8
1727,Dapto Public School,2019,93.4
1727,Dapto Public School,2021,92.1
1727,Dapto Public School,2022,85.7
4222,Darcy Road Public School,2011,95.3
4222,Darcy Road Public School,2012,93.8
4222,Darcy Road Public School,2013,94.7
4222,Darcy Road Public School,2014,94.7
4222,Darcy Road Public School,2015,92.9
4222,Darcy Road Public School,2016,94.4
4222,Darcy Road Public School,2017,94.9
4222,Darcy Road Public School,2018,93.7
4222,Darcy Road Public School,2019,93.1
4222,Darcy Road Public School,2021,95.8
4222,Darcy Road Public School,2022,87.5
1732,Dareton Public School,2011,73.9
1732,Dareton Public School,2012,80.2
1732,Dareton Public School,2013,76.6
1732,Dareton Public School,2014,77.4
1732,Dareton Public School,2015,85.5
1732,Dareton Public School,2016,75.8
1732,Dareton Public School,2017,81.4
1732,Dareton Public School,2018,76
1732,Dareton Public School,2019,77.9
1732,Dareton Public School,2021,77.2
1732,Dareton Public School,2022,75.6
7414,Darlinghurst Public School,2011,94.1
7414,Darlinghurst Public School,2012,95.6
7414,Darlinghurst Public School,2013,94.8
7414,Darlinghurst Public School,2014,95.4
7414,Darlinghurst Public School,2015,95.2
7414,Darlinghurst Public School,2016,94
7414,Darlinghurst Public School,2017,94.3
7414,Darlinghurst Public School,2018,94.1
7414,Darlinghurst Public School,2019,94.3
7414,Darlinghurst Public School,2021,95
7414,Darlinghurst Public School,2022,89.7
1736,Darlington Point Public School,2011,93.2
1736,Darlington Point Public School,2012,93.6
1736,Darlington Point Public School,2013,94
1736,Darlington Point Public School,2014,93.5
1736,Darlington Point Public School,2015,94.7
1736,Darlington Point Public School,2016,93
1736,Darlington Point Public School,2017,93.7
1736,Darlington Point Public School,2018,92.8
1736,Darlington Point Public School,2019,89.6
1736,Darlington Point Public School,2021,90.6
1736,Darlington Point Public School,2022,87.1
1735,Darlington Public School,2011,92.7
1735,Darlington Public School,2012,92.8
1735,Darlington Public School,2013,93.5
1735,Darlington Public School,2014,94
1735,Darlington Public School,2015,93.4
1735,Darlington Public School,2016,94.7
1735,Darlington Public School,2017,93.6
1735,Darlington Public School,2018,92.6
1735,Darlington Public School,2019,91.3
1735,Darlington Public School,2021,92.5
1735,Darlington Public School,2022,85.3
8479,Davidson High School,2011,94
8479,Davidson High School,2012,92.7
8479,Davidson High School,2013,93.2
8479,Davidson High School,2014,93
8479,Davidson High School,2015,93.6
8479,Davidson High School,2016,93.8
8479,Davidson High School,2017,92.8
8479,Davidson High School,2018,91.7
8479,Davidson High School,2019,91.4
8479,Davidson High School,2021,89.7
8479,Davidson High School,2022,84.9
4446,Dawson Public School,2011,93.1
4446,Dawson Public School,2012,91.1
4446,Dawson Public School,2013,92.1
4446,Dawson Public School,2014,92.9
4446,Dawson Public School,2015,91.1
4446,Dawson Public School,2016,92.4
4446,Dawson Public School,2017,90.5
4446,Dawson Public School,2018,90.6
4446,Dawson Public School,2019,90.2
4446,Dawson Public School,2021,89.9
4446,Dawson Public School,2022,81.3
1744,Dee Why Public School,2011,94.9
1744,Dee Why Public School,2012,95.4
1744,Dee Why Public School,2013,95.7
1744,Dee Why Public School,2014,95.6
1744,Dee Why Public School,2015,94.3
1744,Dee Why Public School,2016,94.3
1744,Dee Why Public School,2017,93.7
1744,Dee Why Public School,2018,93.4
1744,Dee Why Public School,2019,93.4
1744,Dee Why Public School,2021,94.1
1744,Dee Why Public School,2022,88.2
1742,Deepwater Public School,2011,92.4
1742,Deepwater Public School,2012,89.8
1742,Deepwater Public School,2013,94.6
1742,Deepwater Public School,2014,93.7
1742,Deepwater Public School,2015,88.7
1742,Deepwater Public School,2016,89.5
1742,Deepwater Public School,2017,88.6
